timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150730_095223 50 1 4 100 100000 141246882 0 10000 0 1656 10000 0 39 2500 1 1788 1788 0 0 30000 100 0 0 9 479.913 115.752 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 26714616 q3-extractinstructions.txt 20150730_100348 0.5 55b2afeb7768392c683f072c
20150730_095711 50 1 4 100 100000 967561224 0 10000 0 1708 10000 0 39 2500 1 1879 1879 0 0 30000 100 0 0 5 303.915 106.066 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 17504348 q3-extractinstructions.txt 20150730_100427 0.5 55b2afeb7768392c683f0730
20150730_095655 50 1 4 100 100000 105731136 0 10000 0 1670 10000 0 39 2500 1 1819 1819 0 0 30000 100 0 0 7 348.151 108.779 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 20517490 q3-extractinstructions.txt 20150730_100514 0.5 55b2afeb7768392c683f072f
20150730_100323 50 1 4 100 100000 711283608 0 10000 0 9955 56 0 39 2500 1 1866 1864 2 0 30000 100 0 0 3 192.396 97.875 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 11430822 q3-extractinstructions.txt 20150730_100800 0.5 55b2afeb7768392c683f0735
20150730_100028 50 1 4 100 100000 50746969 0 10000 0 1639 10000 0 39 2500 1 1805 1805 0 0 30000 100 0 0 9 400.702 125.299 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 27216936 q3-extractinstructions.txt 20150730_101030 0.5 55b2afeb7768392c683f0733
20150730_095351 50 1 4 100 100000 681028781 0 10000 0 1639 10000 0 39 2500 1 1788 1788 0 0 30000 100 0 0 14 706.646 143.957 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 45076572 q3-extractinstructions.txt 20150730_101130 0.5 55b2afeb7768392c683f072d
20150730_100158 50 1 4 100 100000 533657980 0 10000 0 1765 10000 0 39 2500 1 1922 1922 0 0 30000 100 0 0 9 405.110 124.13 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 26707356 q3-extractinstructions.txt 20150730_101201 0.5 55b2afeb7768392c683f0734
20150730_100520 50 1 4 100 100000 258760793 0 10000 0 1723 10000 0 39 2500 1 1897 1897 0 0 30000 100 0 0 6 342.013 106.346 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 20604255 q3-extractinstructions.txt 20150730_101334 0.5 55b2afeb7768392c683f0738
20150730_100546 50 1 4 100 100000 666549275 0 10000 0 1716 10000 0 39 2500 1 1908 1877 31 0 30000 100 0 0 7 376.803 110.012 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 22628174 q3-extractinstructions.txt 20150730_101448 0.5 55b2afeb7768392c683f0739
20150730_100359 50 1 4 100 100000 597296547 9 10000 0 1653 10000 9 39 2500 1 1813 1802 11 9 30000 100 0 0 11 487.280 129.372 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 33860831 q3-extractinstructions.txt 20150730_101615 0.5 55b2afeb7768392c683f0736
20150730_100024 50 1 4 100 100000 263688301 0 10000 0 1551 10000 0 39 2500 1 1733 1687 46 0 30000 100 0 0 16 655.109 154.94 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 46089423 q3-extractinstructions.txt 20150730_101710 0.5 55b2afeb7768392c683f0732
20150730_100434 50 1 4 100 100000 664375964 0 10000 0 1660 10000 0 39 2500 1 1807 1807 0 0 30000 100 0 0 12 608.173 128.061 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 38862481 q3-extractinstructions.txt 20150730_101917 0.5 55b2afeb7768392c683f0737
20150730_101037 50 1 4 100 100000 376517787 0 10000 0 1651 10000 0 39 2500 1 1818 1797 21 0 30000 100 0 0 8 495.314 104.785 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 25647796 q3-extractinstructions.txt 20150730_102150 0.5 55b2afeb7768392c683f073a
20150730_101113 50 1 4 100 100000 817713633 0 10000 0 1627 10000 0 39 2500 1 1835 1790 45 0 30000 100 0 0 11 537.733 112.165 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 30783404 q3-extractinstructions.txt 20150730_102357 0.5 55b2afeb7768392c683f073b
20150730_101454 50 1 4 100 100000 792850679 0 10000 0 1710 10000 0 39 2500 1 1906 1875 31 0 30000 100 0 0 11 463.509 122.523 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 31842052 q3-extractinstructions.txt 20150730_102645 0.5 55b2afeb7768392c683f073e
20150730_101923 50 1 5 100 100000 141246882 0 10000 0 2023 10000 0 39 2500 1 2324 2286 38 0 30000 100 0 0 8 365.619 142.6 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 22891532 q3-extractinstructions.txt 20150730_102831 0.5 55b2afeb7768392c683f0741
20150730_101210 50 1 4 100 100000 519606501 10 10000 0 1601 10000 10 39 2500 1 1778 1746 32 10 30000 100 0 0 16 681.863 137.827 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 44539407 q3-extractinstructions.txt 20150730_102941 0.5 55b2afeb7768392c683f073c
20150730_101348 50 1 4 100 100000 715258232 0 10000 0 1569 10000 0 39 2500 1 1791 1713 78 0 30000 100 0 0 14 611.060 138.482 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 42062142 q3-extractinstructions.txt 20150730_102949 0.5 55b2afeb7768392c683f073d
20150730_102019 50 1 5 100 100000 681028781 0 10000 0 2101 10000 0 39 2500 1 2394 2361 33 0 30000 100 0 0 9 430.847 144.037 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 23877038 q3-extractinstructions.txt 20150730_103038 0.5 55b2afeb7768392c683f0742
20150730_101715 50 1 5 100 100000 103765041 0 10000 0 2040 10000 0 39 2500 1 2315 2272 43 0 30000 100 0 0 12 575.654 158.98 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 38154440 q3-extractinstructions.txt 20150730_103200 0.5 55b2afeb7768392c683f0740
20150730_101621 50 1 5 100 100000 919028296 0 10000 0 1962 10000 0 39 2500 1 2214 2171 43 0 30000 100 0 0 16 751.535 175.735 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 47327998 q3-extractinstructions.txt 20150730_103511 0.5 55b2afeb7768392c683f073f
20150730_102248 50 1 5 100 100000 117661523 0 10000 0 2002 10000 0 39 2500 1 2299 2219 80 0 30000 100 0 0 9 581.133 145.05 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 27981469 q3-extractinstructions.txt 20150730_103552 0.5 55b2afeb7768392c683f0743
20150730_102904 50 1 5 100 100000 420477893 0 10000 0 9964 46 0 39 2500 1 2362 2362 0 0 30000 100 0 0 4 337.210 127.999 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 14719392 q3-extractinstructions.txt 20150730_103629 0.5 55b2afeb7768392c683f0746
20150730_102735 50 1 5 100 100000 967561224 0 10000 0 2083 10000 0 39 2500 1 2346 2346 0 0 30000 100 0 0 7 414.285 129.356 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 18039487 q3-extractinstructions.txt 20150730_103640 0.5 55b2afeb7768392c683f0745
20150730_103238 50 1 5 100 100000 711283608 0 10000 0 2068 10000 0 39 2500 1 2310 2310 0 0 30000 100 0 0 6 371.706 125.798 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 20828290 q3-extractinstructions.txt 20150730_104119 0.5 55b2afeb7768392c683f074a
20150730_102537 50 1 5 100 100000 105731136 0 10000 0 1950 10000 0 39 2500 1 2283 2193 90 0 30000 100 0 0 13 722.905 159.527 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 37185325 q3-extractinstructions.txt 20150730_104215 0.5 55b2afeb7768392c683f0744
20150730_103559 50 1 5 100 100000 597296547 0 10000 0 9946 73 0 39 2500 1 2348 2348 0 0 30000 100 0 0 4 286.826 114.115 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 14682528 q3-extractinstructions.txt 20150730_104233 0.5 55b2afeb7768392c683f074b
20150730_103649 50 1 5 100 100000 258760793 0 10000 0 9947 75 0 39 2500 1 2398 2398 0 0 30000 100 0 0 4 305.421 109.793 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 14765652 q3-extractinstructions.txt 20150730_104341 0.5 55b2afeb7768392c683f074d
20150730_103214 50 1 5 100 100000 533657980 0 10000 0 2146 10000 0 39 2500 1 2395 2393 2 0 30000 100 0 0 10 558.151 144.83 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 33113657 q3-extractinstructions.txt 20150730_104528 0.5 55b2afeb7768392c683f0749
20150730_103011 50 1 5 100 100000 263688301 0 10000 0 1951 10000 0 39 2500 1 2217 2186 31 0 30000 100 0 0 16 771.110 155.673 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 47345833 q3-extractinstructions.txt 20150730_104839 0.5 55b2afeb7768392c683f0747
20150730_103046 50 1 5 100 100000 50746969 0 10000 0 1889 10000 0 39 2500 1 2203 2086 117 0 30000 100 0 0 17 862.915 170.353 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 51502429 q3-extractinstructions.txt 20150730_105117 0.5 55b2afeb7768392c683f0748
20150730_103633 50 1 5 100 100000 664375964 0 10000 0 2040 10000 0 39 2500 1 2283 2242 41 0 30000 100 0 0 13 740.605 137.843 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 41246285 q3-extractinstructions.txt 20150730_105335 0.5 55b2afeb7768392c683f074c
20150730_103744 50 1 5 100 100000 666549275 0 10000 0 2006 10000 0 39 2500 1 2291 2241 50 0 30000 100 0 0 15 852.180 133.35 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 45416391 q3-extractinstructions.txt 20150730_105725 0.5 55b2afeb7768392c683f074e
20150730_104514 50 1 5 100 100000 715258232 0 10000 0 2048 10000 0 39 2500 1 2318 2282 36 0 30000 100 0 0 10 656.757 118.514 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 32021578 q3-extractinstructions.txt 20150730_110023 0.5 55b2afeb7768392c683f0752
20150730_104205 50 1 5 100 100000 376517787 0 10000 0 1973 10000 0 39 2500 1 2278 2195 83 0 30000 100 0 0 13 794.738 126.876 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 40218226 q3-extractinstructions.txt 20150730_110042 0.5 55b2afeb7768392c683f074f
20150730_104307 50 1 5 100 100000 519606501 0 10000 0 2001 10000 0 39 2500 1 2247 2247 0 0 30000 100 0 0 18 797.941 129.605 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 39242073 q3-extractinstructions.txt 20150730_110142 0.5 55b2afeb7768392c683f0751
20150730_104854 50 1 5 100 100000 792850679 0 10000 0 2117 10000 0 39 2500 1 2363 2333 30 0 30000 100 0 0 9 663.519 122.523 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 29018282 q3-extractinstructions.txt 20150730_110339 0.5 55b2afeb7768392c683f0753
20150730_104242 50 1 5 100 100000 817713633 0 10000 0 1938 10000 0 39 2500 1 2236 2185 51 0 30000 100 0 0 15 937.446 129.121 ../Q3/./log/doc50cop5shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 46361348 q3-extractinstructions.txt 20150730_110424 0.5 55b2afeb7768392c683f0750
20150730_105207 50 1 8 100 100000 103765041 0 10000 0 3102 10000 0 39 2500 1 3739 3739 0 0 30000 100 0 0 17 921.274 228.4 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 51323494 q3-extractinstructions.txt 20150730_111429 0.5 55b2afeb7768392c683f0755
20150730_105526 50 1 8 100 100000 141246882 0 10000 0 3037 10000 0 39 2500 1 3609 3607 2 0 30000 100 0 0 20 857.283 242.66 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 52449689 q3-extractinstructions.txt 20150730_111716 0.5 55b2afeb7768392c683f0756
20150730_105132 50 1 8 100 100000 919028296 0 10000 0 3008 10000 0 39 2500 1 3608 3608 0 0 30000 100 0 0 21 1067.919 241.287 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 64507096 q3-extractinstructions.txt 20150730_111909 0.5 55b2afeb7768392c683f0754
20150730_105825 50 1 8 100 100000 681028781 0 10000 0 3102 10000 0 39 2500 1 3666 3666 0 0 30000 100 0 0 15 832.420 242.472 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 49112743 q3-extractinstructions.txt 20150730_111930 0.5 55b2afeb7768392c683f0757
20150730_110432 50 1 8 100 100000 420477893 0 10000 0 3204 10000 0 39 2500 1 3829 3829 0 0 30000 100 0 0 11 613.351 209.229 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 34986076 q3-extractinstructions.txt 20150730_111945 0.5 55b2afeb7768392c683f075b
20150730_110346 50 1 8 100 100000 967561224 0 10000 0 3111 10000 0 39 2500 1 3697 3697 0 0 30000 100 0 0 14 734.865 231.225 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 42024644 q3-extractinstructions.txt 20150730_112155 0.5 55b2afeb7768392c683f075a
20150730_110054 50 1 8 100 100000 117661523 0 10000 0 3046 10000 0 39 2500 1 3669 3669 0 0 30000 100 0 0 17 819.482 241.785 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 51286392 q3-extractinstructions.txt 20150730_112200 0.5 55b2afeb7768392c683f0758
20150730_110151 50 1 8 100 100000 105731136 0 10000 0 3039 10000 0 39 2500 1 3601 3601 0 0 30000 100 0 0 20 1056.730 250.662 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 58436604 q3-extractinstructions.txt 20150730_112706 0.5 55b2afeb7768392c683f0759
20150730_110954 50 1 8 100 100000 263688301 0 10000 0 3078 10000 0 39 2500 1 3682 3682 0 0 30000 100 0 0 15 1006.961 224.719 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 46117585 q3-extractinstructions.txt 20150730_113218 0.5 55b2afeb7768392c683f075c
20150730_111938 50 1 8 100 100000 711283608 0 10000 0 3123 10000 0 39 2500 1 3782 3782 0 0 30000 100 0 0 13 704.543 209.104 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 41067481 q3-extractinstructions.txt 20150730_113654 0.5 55b2afeb7768392c683f075f
20150730_112217 50 1 8 100 100000 258760793 0 10000 0 3221 10000 0 39 2500 1 3895 3895 0 0 30000 100 0 0 11 621.334 201.256 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 35957900 q3-extractinstructions.txt 20150730_113731 0.5 55b2afeb7768392c683f0762
20150730_111922 50 1 8 100 100000 533657980 0 10000 0 3100 10000 0 39 2500 1 3697 3697 0 0 30000 100 0 0 15 758.629 211.382 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 45080386 q3-extractinstructions.txt 20150730_113814 0.5 55b2afeb7768392c683f075e
20150730_111458 50 1 8 100 100000 50746969 0 10000 0 3036 10000 0 39 2500 1 3655 3655 0 0 30000 100 0 0 18 992.678 235.64 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 52635050 q3-extractinstructions.txt 20150730_113851 0.5 55b2afeb7768392c683f075d
20150730_111954 50 1 8 100 100000 597296547 0 10000 0 3140 10000 0 39 2500 1 3777 3777 0 0 30000 100 0 0 15 842.288 212.535 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 48153084 q3-extractinstructions.txt 20150730_114020 0.5 55b2afeb7768392c683f0760
20150730_114035 50 1 1 200 100000 919028296 10000 10000 0 0 0 10000 39 2500 1 0 0 0 10000 30000 100 0 0 2 113.829 22.167 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 5912330 q3-extractinstructions.txt 20150730_114311 0.5 55b2afeb7768392c683f0769
20150730_112200 50 1 8 100 100000 664375964 0 10000 0 3093 10000 0 39 2500 1 3693 3693 0 0 30000 100 0 0 17 973.402 225.905 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 50243379 q3-extractinstructions.txt 20150730_114357 0.5 55b2afeb7768392c683f0761
20150730_114408 50 1 1 200 100000 141246882 262 10000 9738 0 258 262 39 2500 1 258 0 258 258 30000 100 0 0 0 23.076 18.034 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 261427 q3-extractinstructions.txt 20150730_114440 0.5 55b2afeb7768392c683f076b
20150730_114322 50 1 1 200 100000 103765041 10000 10000 0 0 28 10000 39 2500 1 28 0 28 10000 30000 100 0 0 2 74.793 25.662 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 5943697 q3-extractinstructions.txt 20150730_114518 0.5 55b2afeb7768392c683f076a
20150730_114530 50 1 1 200 100000 117661523 248 10000 9752 0 243 248 39 2500 1 243 0 243 243 30000 100 0 0 0 22.706 17.082 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 253207 q3-extractinstructions.txt 20150730_114602 0.5 55b2afeb7768392c683f076d
20150730_114621 50 1 1 200 100000 967561224 251 10000 9749 0 248 251 39 2500 1 248 0 248 248 30000 100 0 0 0 24.159 19.36 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 254209 q3-extractinstructions.txt 20150730_114654 0.5 55b2afeb7768392c683f076f
20150730_114443 50 1 1 200 100000 681028781 10000 10000 0 0 5 10000 39 2500 1 5 0 5 10000 30000 100 0 0 2 89.316 23.588 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 5925307 q3-extractinstructions.txt 20150730_114657 0.5 55b2afeb7768392c683f076c
20150730_114716 50 1 1 200 100000 420477893 247 10000 9753 0 239 247 39 2500 1 239 0 239 239 30000 100 0 0 0 24.179 18.126 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 250363 q3-extractinstructions.txt 20150730_114750 0.5 55b2afeb7768392c683f0770
20150730_114604 50 1 1 200 100000 105731136 10000 10000 0 9994 238 10000 39 2500 1 238 0 238 10000 30000 100 0 0 1 77.639 23.852 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 5980592 q3-extractinstructions.txt 20150730_114806 0.5 55b2afeb7768392c683f076e
20150730_114804 50 1 1 200 100000 263688301 10000 10000 0 0 72 10000 39 2500 1 72 0 72 10000 30000 100 0 0 2 107.794 21.014 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 5974808 q3-extractinstructions.txt 20150730_115037 0.5 55b2afeb7768392c683f0771
20150730_114819 50 1 1 200 100000 50746969 10000 10000 0 0 78 10000 39 2500 1 78 0 78 10000 30000 100 0 0 2 110.696 20.841 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 5982903 q3-extractinstructions.txt 20150730_115057 0.5 55b2afeb7768392c683f0772
20150730_115218 50 1 1 200 100000 597296547 245 10000 9755 0 237 245 39 2500 1 237 0 237 237 30000 100 0 0 0 32.722 23.01 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 247677 q3-extractinstructions.txt 20150730_115302 0.5 55b2afeb7768392c683f0775
20150730_115016 50 1 1 200 100000 533657980 10000 10000 0 0 80 10000 39 2500 1 80 0 80 10000 30000 100 0 0 2 124.317 23.853 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 5992502 q3-extractinstructions.txt 20150730_115313 0.5 55b2afeb7768392c683f0773
20150730_115103 50 1 1 200 100000 711283608 10000 10000 0 9902 125 10000 39 2500 1 125 0 125 10000 30000 100 0 0 1 136.437 23.962 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 5977900 q3-extractinstructions.txt 20150730_115409 0.5 55b2afeb7768392c683f0774
20150730_115422 50 1 1 200 100000 258760793 265 10000 9735 0 254 265 39 2500 1 254 0 254 254 30000 100 0 0 0 29.772 21.044 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 262813 q3-extractinstructions.txt 20150730_115502 0.5 55b2afeb7768392c683f0777
20150730_112644 50 1 8 100 100000 666549275 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 68403800 q3-extractinstructions.txt 20150730_115541 0.5 55b2afeb7768392c683f0763
20150730_115325 50 1 1 200 100000 664375964 10000 10000 0 9777 19 10000 39 2500 1 19 0 19 10000 30000 100 0 0 1 140.981 23.587 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 5944976 q3-extractinstructions.txt 20150730_115638 0.5 55b2afeb7768392c683f0776
20150730_115458 50 1 1 200 100000 666549275 10000 10000 0 9847 98 10000 39 2500 1 98 0 98 10000 30000 100 0 0 1 146.233 24.929 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 5979581 q3-extractinstructions.txt 20150730_115819 0.5 55b2afeb7768392c683f0778
20150730_113135 50 1 8 100 100000 376517787 0 10000 0 3047 10000 0 39 2500 1 3648 3646 2 0 30000 100 0 0 23 1137.347 222.036 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 62513402 q3-extractinstructions.txt 20150730_115913 0.5 55b2afeb7768392c683f0764
20150730_115534 50 1 1 200 100000 376517787 10000 10000 0 0 42 10000 39 2500 1 42 0 42 10000 30000 100 0 0 2 196.128 28.143 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 5931470 q3-extractinstructions.txt 20150730_115943 0.5 55b2afeb7768392c683f0779
20150730_115622 50 1 1 200 100000 817713633 10000 10000 0 0 38 10000 39 2500 1 38 0 38 10000 30000 100 0 0 2 203.649 29.484 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 5938346 q3-extractinstructions.txt 20150730_120041 0.5 55b2afeb7768392c683f077a
20150730_115952 50 1 1 200 100000 792850679 275 10000 9725 0 264 275 39 2500 1 264 0 264 264 30000 100 0 0 0 39.170 23.338 ../Q3/./log/doc50cop1shlf1lif200_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 268580 q3-extractinstructions.txt 20150730_120043 0.5 55b2afeb7768392c683f077d
20150730_113243 50 1 8 100 100000 817713633 0 10000 0 2978 10000 0 39 2500 1 3560 3560 0 0 30000 100 0 0 22 1166.457 225.468 ../Q3/./log/doc50cop8shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 64810497 q3-extractinstructions.txt 20150730_120140 0.5 55b2afeb7768392c683f0765
