timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20150730_081739 50 1 8 50 100000 117661523 0 10000 0 5161 10000 0 39 2500 1 7219 7217 2 0 30000 100 0 0 22 1267.614 227.528 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 64415194 q3-extractinstructions.txt 20150730_084701 0.5 55b2afeb7768392c683f06da
20150730_083038 50 1 8 50 100000 50746969 0 10000 0 5221 10000 0 39 2500 1 7324 7324 0 0 30000 100 0 0 18 977.429 255.795 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 58188702 q3-extractinstructions.txt 20150730_085356 0.5 55b2afeb7768392c683f06df
20150730_082830 50 1 8 50 100000 263688301 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 65771472 q3-extractinstructions.txt 20150730_085427 0.5 55b2afeb7768392c683f06de
20150730_083856 50 1 8 50 100000 597296547 0 10000 0 5259 10000 0 39 2500 1 7481 7481 0 0 30000 100 0 0 14 731.957 211.304 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 46030730 q3-extractinstructions.txt 20150730_085649 0.5 55b2afeb7768392c683f06e2
20150730_083734 50 1 8 50 100000 533657980 0 10000 0 5240 10000 0 39 2500 1 7423 7423 0 0 30000 100 0 0 18 778.945 228.728 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 50279136 q3-extractinstructions.txt 20150730_085653 0.5 55b2afeb7768392c683f06e0
20150730_083738 50 1 8 50 100000 711283608 0 10000 0 5185 10000 0 39 2500 1 7294 7292 2 0 30000 100 0 0 17 863.490 226.763 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 52550700 q3-extractinstructions.txt 20150730_085843 0.5 55b2afeb7768392c683f06e1
20150730_084053 50 1 8 50 100000 664375964 0 10000 0 5288 10000 0 39 2500 1 7556 7556 0 0 30000 100 0 0 15 769.260 214.08 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 44038296 q3-extractinstructions.txt 20150730_085903 0.5 55b2afeb7768392c683f06e3
20150730_084209 50 1 8 50 100000 258760793 0 10000 0 5372 10000 0 39 2500 1 7593 7593 0 0 30000 100 0 0 14 827.562 195.001 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 44019628 q3-extractinstructions.txt 20150730_090119 0.5 55b2afeb7768392c683f06e4
20150730_085909 50 1 1 100 100000 919028296 10000 10000 0 0 0 10000 39 2500 1 0 0 0 10000 30000 100 0 0 2 89.483 27.861 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 5918197 q3-extractinstructions.txt 20150730_090125 0.5 55b2afeb7768392c683f06eb
20150730_090142 50 1 1 100 100000 141246882 494 10000 9506 0 484 494 39 2500 1 484 0 484 484 30000 100 0 0 0 25.499 17.473 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 452716 q3-extractinstructions.txt 20150730_090219 0.5 55b2afeb7768392c683f06ed
20150730_090047 50 1 1 100 100000 103765041 10000 10000 0 0 57 10000 39 2500 1 57 0 57 10000 30000 100 0 0 2 89.649 26.146 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 5929038 q3-extractinstructions.txt 20150730_090259 0.5 55b2afeb7768392c683f06ec
20150730_090305 50 1 1 100 100000 117661523 494 10000 9506 0 486 494 39 2500 1 486 0 486 486 30000 100 0 0 0 26.379 19.063 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 456189 q3-extractinstructions.txt 20150730_090342 0.5 55b2afeb7768392c683f06ef
20150730_090218 50 1 1 100 100000 681028781 10000 10000 0 0 13 10000 39 2500 1 13 0 13 10000 30000 100 0 0 2 96.402 25.334 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 5936902 q3-extractinstructions.txt 20150730_090437 0.5 55b2afeb7768392c683f06ee
20150730_090447 50 1 1 100 100000 967561224 474 10000 9526 0 462 474 39 2500 1 462 0 462 462 30000 100 0 0 0 23.904 17.768 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 435981 q3-extractinstructions.txt 20150730_090521 0.5 55b2afeb7768392c683f06f1
20150730_090340 50 1 1 100 100000 105731136 10000 10000 0 9976 431 10000 39 2500 1 431 0 431 10000 30000 100 0 0 1 92.159 24.29 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 6033784 q3-extractinstructions.txt 20150730_090558 0.5 55b2afeb7768392c683f06f0
20150730_090522 50 1 1 100 100000 420477893 491 10000 9509 0 477 491 39 2500 1 477 0 477 477 30000 100 0 0 0 27.109 19.578 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 452372 q3-extractinstructions.txt 20150730_090600 0.5 55b2afeb7768392c683f06f2
20150730_090558 50 1 1 100 100000 263688301 10000 10000 0 0 141 10000 39 2500 1 141 0 141 10000 30000 100 0 0 2 83.779 24.633 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 6021971 q3-extractinstructions.txt 20150730_090805 0.5 55b2afeb7768392c683f06f3
20150730_090622 50 1 1 100 100000 50746969 10000 10000 0 9663 151 10000 39 2500 1 151 0 151 10000 30000 100 0 0 1 93.928 22.465 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 6030883 q3-extractinstructions.txt 20150730_090845 0.5 55b2afeb7768392c683f06f4
20150730_090729 50 1 1 100 100000 533657980 10000 10000 0 0 157 10000 39 2500 1 157 0 157 10000 30000 100 0 0 2 95.779 28.642 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 6007990 q3-extractinstructions.txt 20150730_090954 0.5 55b2afeb7768392c683f06f5
20150730_090912 50 1 1 100 100000 597296547 480 10000 9520 0 472 480 39 2500 1 472 0 472 472 30000 100 0 0 0 32.377 21.2 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 440908 q3-extractinstructions.txt 20150730_090956 0.5 55b2afeb7768392c683f06f7
20150730_091045 50 1 1 100 100000 258760793 513 10000 9487 0 499 513 39 2500 1 499 0 499 499 30000 100 0 0 0 32.204 20.576 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 469272 q3-extractinstructions.txt 20150730_091129 0.5 55b2afeb7768392c683f06f9
20150730_090856 50 1 1 100 100000 711283608 10000 10000 0 0 261 10000 39 2500 1 261 0 261 10000 30000 100 0 0 2 131.020 21.933 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 6030130 q3-extractinstructions.txt 20150730_091201 0.5 55b2afeb7768392c683f06f6
20150730_091019 50 1 1 100 100000 664375964 10000 10000 0 0 40 10000 39 2500 1 40 0 40 10000 30000 100 0 0 2 147.481 27.332 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 5942081 q3-extractinstructions.txt 20150730_091336 0.5 55b2afeb7768392c683f06f8
20150730_085855 50 1 8 50 100000 792850679 0 10000 0 5268 10000 0 39 2500 1 7485 7485 0 0 30000 100 0 0 14 612.888 204.096 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 43004836 q3-extractinstructions.txt 20150730_091443 0.5 55b2afeb7768392c683f06ea
20150730_091213 50 1 1 100 100000 666549275 10000 10000 0 0 189 10000 39 2500 1 189 0 189 10000 30000 100 0 0 2 135.530 25.241 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 6004052 q3-extractinstructions.txt 20150730_091522 0.5 55b2afeb7768392c683f06fa
20150730_084700 50 1 8 50 100000 666549275 0 10000 0 5085 10000 0 39 2500 1 7110 7110 0 0 30000 100 0 0 22 1243.086 231.397 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 66429438 q3-extractinstructions.txt 20150730_091710 0.5 55b2afeb7768392c683f06e5
20150730_091350 50 1 1 100 100000 376517787 10000 10000 0 9592 71 10000 39 2500 1 71 0 71 10000 30000 100 0 0 1 151.228 27.862 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 5995006 q3-extractinstructions.txt 20150730_091718 0.5 55b2afeb7768392c683f06fb
20150730_091436 50 1 1 100 100000 817713633 10000 10000 0 0 70 10000 39 2500 1 70 0 70 10000 30000 100 0 0 2 179.268 31.326 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 5958609 q3-extractinstructions.txt 20150730_091830 0.5 55b2afeb7768392c683f06fc
20150730_091739 50 1 1 100 100000 792850679 533 10000 9467 0 520 533 39 2500 1 520 0 520 520 30000 100 0 0 0 48.629 25.756 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 480851 q3-extractinstructions.txt 20150730_091840 0.5 55b2afeb7768392c683f06ff
20150730_091534 50 1 1 100 100000 519606501 10000 10000 0 0 53 10000 39 2500 1 53 0 53 10000 30000 100 0 0 2 190.774 32.588 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 5919266 q3-extractinstructions.txt 20150730_091940 0.5 55b2afeb7768392c683f06fd
20150730_091633 50 1 1 100 100000 715258232 10000 10000 0 0 13 10000 39 2500 1 13 0 13 10000 30000 100 0 0 2 213.283 33.369 ../Q3/./log/doc50cop1shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 5943957 q3-extractinstructions.txt 20150730_092100 0.5 55b2afeb7768392c683f06fe
20150730_085040 50 1 8 50 100000 376517787 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 69170617 q3-extractinstructions.txt 20150730_092105 0.5 55b2afeb7768392c683f06e6
20150730_091949 50 1 2 100 100000 141246882 16 10000 0 9980 35 16 39 2500 1 951 935 16 16 30000 100 0 0 1 153.847 44.055 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 4819933 q3-extractinstructions.txt 20150730_092300 0.5 55b2afeb7768392c683f0702
20150730_085601 50 1 8 50 100000 519606501 0 10000 0 5165 10000 0 39 2500 1 7182 7182 0 0 30000 100 0 0 24 1079.566 246.403 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 65281773 q3-extractinstructions.txt 20150730_092338 0.5 55b2afeb7768392c683f06e8
20150730_092122 50 1 2 100 100000 117661523 13 10000 0 9977 36 13 39 2500 1 973 960 13 13 30000 100 0 0 1 128.577 41.309 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 4811182 q3-extractinstructions.txt 20150730_092409 0.5 55b2afeb7768392c683f0704
20150730_085434 50 1 8 50 100000 817713633 nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound nolinefound 30000 100 0 0 novaluefound nolinefound nolinefound ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 71074701 q3-extractinstructions.txt 20150730_092433 0.5 55b2afeb7768392c683f06e7
20150730_091852 50 1 2 100 100000 103765041 41 10000 0 885 10000 41 39 2500 1 963 921 42 41 30000 100 0 0 3 281.083 48.141 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 10890685 q3-extractinstructions.txt 20150730_092446 0.5 55b2afeb7768392c683f0701
20150730_091747 50 1 2 100 100000 919028296 61 10000 0 862 10000 61 39 2500 1 967 905 62 61 30000 100 0 0 4 349.385 55.24 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 13930577 q3-extractinstructions.txt 20150730_092507 0.5 55b2afeb7768392c683f0700
20150730_085719 50 1 8 50 100000 715258232 0 10000 0 5194 10000 0 39 2500 1 7341 7341 0 0 30000 100 0 0 22 1139.254 246.123 ../Q3/./log/doc50cop8shlf1lif50_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 69378593 q3-extractinstructions.txt 20150730_092600 0.5 55b2afeb7768392c683f06e9
20150730_092341 50 1 2 100 100000 420477893 28 10000 0 9971 58 28 39 2500 1 959 931 28 28 30000 100 0 0 2 155.194 43.93 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 7854848 q3-extractinstructions.txt 20150730_092706 0.5 55b2afeb7768392c683f0707
20150730_092229 50 1 2 100 100000 105731136 48 10000 0 814 9993 48 39 2500 1 890 849 41 41 30000 100 0 0 4 227.515 46.566 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 11933744 q3-extractinstructions.txt 20150730_092729 0.5 55b2afeb7768392c683f0705
20150730_092336 50 1 2 100 100000 967561224 43 10000 0 824 10000 43 39 2500 1 905 861 44 43 30000 100 0 0 3 198.290 46.348 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 10883693 q3-extractinstructions.txt 20150730_092802 0.5 55b2afeb7768392c683f0706
20150730_092612 50 1 2 100 100000 711283608 11 10000 0 9974 37 11 39 2500 1 962 950 12 11 30000 100 0 0 1 96.723 36.894 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 4824802 q3-extractinstructions.txt 20150730_092822 0.5 55b2afeb7768392c683f070b
20150730_092811 50 1 2 100 100000 258760793 12 10000 0 9978 36 12 39 2500 1 978 965 13 12 30000 100 0 0 1 81.908 35.755 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 4832437 q3-extractinstructions.txt 20150730_093010 0.5 55b2afeb7768392c683f070e
20150730_092700 50 1 2 100 100000 597296547 44 10000 0 844 9991 44 39 2500 1 916 880 36 35 30000 100 0 0 4 157.395 42.9 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 10862137 q3-extractinstructions.txt 20150730_093054 0.5 55b2afeb7768392c683f070c
20150730_092513 50 1 2 100 100000 50746969 62 10000 0 800 10000 62 39 2500 1 891 829 62 62 30000 100 0 0 6 265.392 57.892 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 20014135 q3-extractinstructions.txt 20150730_093157 0.5 55b2afeb7768392c683f0709
20150730_092518 50 1 2 100 100000 533657980 88 10000 0 816 10000 88 39 2500 1 935 846 89 88 30000 100 0 0 6 263.178 54.709 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 20042609 q3-extractinstructions.txt 20150730_093159 0.5 55b2afeb7768392c683f070a
20150730_092448 50 1 2 100 100000 263688301 79 10000 0 759 9986 79 39 2500 1 854 789 65 65 30000 100 0 0 8 331.270 60.841 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 23002433 q3-extractinstructions.txt 20150730_093248 0.5 55b2afeb7768392c683f0708
20150730_092737 50 1 2 100 100000 664375964 60 10000 0 874 10000 60 39 2500 1 959 899 60 60 30000 100 0 0 4 231.700 48.329 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 13938108 q3-extractinstructions.txt 20150730_093252 0.5 55b2afeb7768392c683f070d
20150730_092015 50 1 2 100 100000 681028781 152 10000 0 680 9985 152 39 2500 1 842 705 137 137 30000 100 0 0 11 544.365 71.386 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 33171751 q3-extractinstructions.txt 20150730_093258 0.5 55b2afeb7768392c683f0703
20150730_093031 50 1 2 100 100000 817713633 21 10000 0 9972 50 21 39 2500 1 942 919 23 21 30000 100 0 0 2 174.917 37.861 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 7829039 q3-extractinstructions.txt 20150730_093415 0.5 55b2afeb7768392c683f0711
20150730_092827 50 1 2 100 100000 666549275 73 10000 0 808 9999 73 39 2500 1 918 846 72 72 30000 100 0 0 5 300.335 52.322 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 16978153 q3-extractinstructions.txt 20150730_093510 0.5 55b2afeb7768392c683f070f
20150730_093258 50 1 2 100 100000 792850679 26 10000 0 9984 42 26 39 2500 1 991 963 28 26 30000 100 0 0 2 115.810 41.215 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 7893021 q3-extractinstructions.txt 20150730_093545 0.5 55b2afeb7768392c683f0714
20150730_092944 50 1 2 100 100000 376517787 72 10000 0 780 10000 72 39 2500 1 893 819 74 72 30000 100 0 0 5 290.248 53.883 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 16959740 q3-extractinstructions.txt 20150730_093615 0.5 55b2afeb7768392c683f0710
20150730_093319 50 1 3 100 100000 103765041 0 10000 0 9972 106 0 39 2500 1 1448 1371 77 0 30000 100 0 0 3 167.018 62.525 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 11155572 q3-extractinstructions.txt 20150730_093720 0.5 55b2afeb7768392c683f0716
20150730_093557 50 1 3 100 100000 117661523 0 10000 0 10000 25 0 39 2500 1 1388 1362 26 0 30000 100 0 0 1 110.043 60.263 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 5032474 q3-extractinstructions.txt 20150730_093826 0.5 55b2afeb7768392c683f0719
20150730_093139 50 1 2 100 100000 519606501 74 10000 0 808 10000 74 39 2500 1 918 844 74 74 30000 100 0 0 6 275.525 56.565 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 20005352 q3-extractinstructions.txt 20150730_093830 0.5 55b2afeb7768392c683f0712
20150730_093333 50 1 3 100 100000 141246882 0 10000 0 1206 10000 0 39 2500 1 1384 1286 98 0 30000 100 0 0 6 216.169 73.102 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed141246882.log 14222219 q3-extractinstructions.txt 20150730_093848 0.5 55b2afeb7768392c683f0717
20150730_093304 50 1 3 100 100000 919028296 0 10000 0 1167 10000 0 39 2500 1 1419 1255 164 0 30000 100 0 0 6 254.070 78.156 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 20311117 q3-extractinstructions.txt 20150730_093936 0.5 55b2afeb7768392c683f0715
20150730_093224 50 1 2 100 100000 715258232 102 10000 0 745 10000 102 39 2500 1 879 776 103 102 30000 100 0 0 7 288.037 65.707 ../Q3/./log/doc50cop2shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 23009205 q3-extractinstructions.txt 20150730_093950 0.5 55b2afeb7768392c683f0713
20150730_093755 50 1 3 100 100000 420477893 0 10000 0 10000 25 0 39 2500 1 1463 1433 30 0 30000 100 0 0 1 119.816 61.325 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 5066882 q3-extractinstructions.txt 20150730_094031 0.5 55b2afeb7768392c683f071c
20150730_093440 50 1 3 100 100000 681028781 0 10000 0 1208 10000 0 39 2500 1 1413 1277 136 0 30000 100 0 0 6 294.823 82.962 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed681028781.log 20336394 q3-extractinstructions.txt 20150730_094153 0.5 55b2afeb7768392c683f0718
20150730_093718 50 1 3 100 100000 967561224 0 10000 0 9966 116 0 39 2500 1 1405 1324 81 0 30000 100 0 0 3 198.424 70.232 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed967561224.log 11137846 q3-extractinstructions.txt 20150730_094156 0.5 55b2afeb7768392c683f071b
20150730_093612 50 1 3 100 100000 105731136 0 10000 0 1157 10000 0 39 2500 1 1367 1242 125 0 30000 100 0 0 5 261.340 78.984 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed105731136.log 17242678 q3-extractinstructions.txt 20150730_094232 0.5 55b2afeb7768392c683f071a
20150730_093958 50 1 3 100 100000 711283608 0 10000 0 9968 102 0 39 2500 1 1418 1352 66 0 30000 100 0 0 3 216.416 62.744 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed711283608.log 11181116 q3-extractinstructions.txt 20150730_094445 0.5 55b2afeb7768392c683f0720
20150730_093943 50 1 3 100 100000 533657980 17 10000 0 1262 10000 17 39 2500 1 1456 1357 99 17 30000 100 0 0 5 292.345 68.999 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed533657980.log 16327934 q3-extractinstructions.txt 20150730_094626 0.5 55b2afeb7768392c683f071f
20150730_094216 50 1 3 100 100000 258760793 0 10000 0 9964 121 0 39 2500 1 1449 1368 81 0 30000 100 0 0 3 216.299 60.434 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed258760793.log 11200900 q3-extractinstructions.txt 20150730_094719 0.5 55b2afeb7768392c683f0723
20150730_093856 50 1 3 100 100000 50746969 0 10000 0 1120 10000 0 39 2500 1 1368 1187 181 0 30000 100 0 0 7 379.994 77.064 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed50746969.log 23345452 q3-extractinstructions.txt 20150730_094815 0.5 55b2afeb7768392c683f071e
20150730_093852 50 1 3 100 100000 263688301 0 10000 0 1095 10000 0 39 2500 1 1347 1170 177 0 30000 100 0 0 7 389.255 77.922 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed263688301.log 23325143 q3-extractinstructions.txt 20150730_094821 0.5 55b2afeb7768392c683f071d
20150730_094045 50 1 3 100 100000 597296547 0 10000 0 1152 10000 0 39 2500 1 1367 1218 149 0 30000 100 0 0 6 373.074 75.035 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed597296547.log 20243973 q3-extractinstructions.txt 20150730_094927 0.5 55b2afeb7768392c683f0721
20150730_094201 50 1 3 100 100000 664375964 0 10000 0 1133 10000 0 39 2500 1 1373 1197 176 0 30000 100 0 0 7 401.921 81.62 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed664375964.log 23326825 q3-extractinstructions.txt 20150730_095134 0.5 55b2afeb7768392c683f0722
20150730_094242 50 1 3 100 100000 666549275 11 10000 0 1177 10000 11 39 2500 1 1425 1257 168 11 30000 100 0 0 8 414.217 83.664 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed666549275.log 25423085 q3-extractinstructions.txt 20150730_095242 0.5 55b2afeb7768392c683f0724
20150730_094702 50 1 3 100 100000 519606501 0 10000 0 1212 10000 0 39 2500 1 1416 1283 133 0 30000 100 0 0 6 265.079 85.722 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed519606501.log 17241931 q3-extractinstructions.txt 20150730_095337 0.5 55b2afeb7768392c683f0727
20150730_094843 50 1 3 100 100000 792850679 0 10000 0 1236 10000 0 39 2500 1 1423 1302 121 0 30000 100 0 0 6 248.938 88.764 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed792850679.log 17271757 q3-extractinstructions.txt 20150730_095504 0.5 55b2afeb7768392c683f0729
20150730_094828 50 1 3 100 100000 715258232 2 10000 0 1111 10000 2 39 2500 1 1346 1167 179 2 30000 100 0 0 7 319.692 100.417 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed715258232.log 23289920 q3-extractinstructions.txt 20150730_095643 0.5 55b2afeb7768392c683f0728
20150730_094337 50 1 3 100 100000 376517787 0 10000 0 1003 10000 0 39 2500 1 1274 1050 224 0 30000 100 0 0 12 519.068 104.724 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed376517787.log 35590673 q3-extractinstructions.txt 20150730_095655 0.5 55b2afeb7768392c683f0725
20150730_094525 50 1 3 100 100000 817713633 20 10000 0 1057 10000 20 39 2500 1 1309 1118 191 20 30000 100 0 0 12 510.861 113.865 ../Q3/./log/doc50cop3shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed817713633.log 34633193 q3-extractinstructions.txt 20150730_095818 0.5 55b2afeb7768392c683f0726
20150730_094848 50 1 4 100 100000 919028296 0 10000 0 1661 10000 0 39 2500 1 1811 1807 4 0 30000 100 0 0 9 473.234 123.583 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed919028296.log 29701547 q3-extractinstructions.txt 20150730_100018 0.5 55b2afeb7768392c683f072a
20150730_095137 50 1 4 100 100000 103765041 0 10000 0 1704 10000 0 39 2500 1 1882 1880 2 0 30000 100 0 0 6 381.483 111.088 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed103765041.log 20563180 q3-extractinstructions.txt 20150730_100026 0.5 55b2afeb7768392c683f072b
20150730_095356 50 1 4 100 100000 117661523 0 10000 0 1707 10000 0 39 2500 1 1864 1864 0 0 30000 100 0 0 6 389.777 104.084 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed117661523.log 20526995 q3-extractinstructions.txt 20150730_100300 0.5 55b2afeb7768392c683f072e
20150730_095806 50 1 4 100 100000 420477893 0 10000 0 9972 40 0 39 2500 1 1939 1937 2 0 30000 100 0 0 3 219.579 95.193 ../Q3/./log/doc50cop4shlf1lif100_af2500s1tTOTAL_gf30000i100d0m0_seed420477893.log 11435188 q3-extractinstructions.txt 20150730_100314 0.5 55b2afeb7768392c683f0731
