timestamp docsize shelfsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost glitchfreq glitchimpact glitchdecay glitchmaxlife glitchspan nglitches walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion mongoid 
20160226_170047 50 1 2 2 100000 967561224 6843 10000 320 2837 0 6843 0 0 0 0 0 0 0 0 100 0 0 1 0 44.127 16.187 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed967561224.log 5746453 hl-extractinstructions.txt 20160226_170202 0.5 56d0c7337768393b20adb10b
20160226_170110 50 1 2 2 100000 420477893 6752 10000 303 2945 0 6752 0 0 0 0 0 0 0 0 100 0 0 1 0 43.545 18.468 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed420477893.log 5690444 hl-extractinstructions.txt 20160226_170227 0.5 56d0c7337768393b20adb10c
20160226_170112 50 1 2 2 100000 263688301 6731 10000 309 2960 0 6731 0 0 0 0 0 0 0 0 100 0 0 1 0 43.577 17.984 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed263688301.log 5692930 hl-extractinstructions.txt 20160226_170229 0.5 56d0c7337768393b20adb10d
20160226_170145 50 1 2 2 100000 50746969 6732 10000 347 2921 0 6732 0 0 0 0 0 0 0 0 100 0 0 1 0 41.909 17.047 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed50746969.log 5658866 hl-extractinstructions.txt 20160226_170258 0.5 56d0c7337768393b20adb10e
20160226_170157 50 1 2 2 100000 533657980 6823 10000 322 2855 0 6823 0 0 0 0 0 0 0 0 100 0 0 1 0 43.708 18.469 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed533657980.log 5717887 hl-extractinstructions.txt 20160226_170316 0.5 56d0c7337768393b20adb10f
20160226_170159 50 1 2 2 100000 711283608 6785 10000 312 2903 0 6785 0 0 0 0 0 0 0 0 100 0 0 1 0 43.367 16.719 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed711283608.log 5715611 hl-extractinstructions.txt 20160226_170318 0.5 56d0c7337768393b20adb110
20160226_170201 50 1 2 2 100000 597296547 6723 10000 326 2951 0 6723 0 0 0 0 0 0 0 0 100 0 0 1 0 43.242 16.751 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed597296547.log 5674457 hl-extractinstructions.txt 20160226_170320 0.5 56d0c7337768393b20adb111
20160226_170204 50 1 2 2 100000 664375964 6741 10000 302 2957 0 6741 0 0 0 0 0 0 0 0 100 0 0 1 0 43.832 16.469 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed664375964.log 5685063 hl-extractinstructions.txt 20160226_170323 0.5 56d0c7337768393b20adb112
20160226_170216 50 1 2 2 100000 258760793 6804 10000 327 2869 0 6804 0 0 0 0 0 0 0 0 100 0 0 1 0 42.615 16.109 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed258760793.log 5695732 hl-extractinstructions.txt 20160226_170332 0.5 56d0c7337768393b20adb113
20160226_170228 50 1 2 2 100000 666549275 6756 10000 330 2914 0 6756 0 0 0 0 0 0 0 0 100 0 0 1 0 41.972 16.36 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed666549275.log 5689501 hl-extractinstructions.txt 20160226_170341 0.5 56d0c7337768393b20adb114
20160226_170251 50 1 2 2 100000 376517787 6742 10000 314 2944 0 6742 0 0 0 0 0 0 0 0 100 0 0 1 0 43.523 18.046 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed376517787.log 5666282 hl-extractinstructions.txt 20160226_170408 0.5 56d0c7337768393b20adb115
20160226_170253 50 1 2 2 100000 817713633 6728 10000 324 2948 0 6728 0 0 0 0 0 0 0 0 100 0 0 1 0 43.273 17.406 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed817713633.log 5690063 hl-extractinstructions.txt 20160226_170410 0.5 56d0c7337768393b20adb116
20160226_170316 50 1 2 2 100000 519606501 6746 10000 304 2950 0 6746 0 0 0 0 0 0 0 0 100 0 0 1 0 41.664 16.423 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed519606501.log 5678116 hl-extractinstructions.txt 20160226_170429 0.5 56d0c7337768393b20adb117
20160226_170328 50 1 2 2 100000 715258232 6739 10000 304 2957 0 6739 0 0 0 0 0 0 0 0 100 0 0 1 0 43.600 16.343 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed715258232.log 5692513 hl-extractinstructions.txt 20160226_170444 0.5 56d0c7337768393b20adb118
20160226_170340 50 1 2 2 100000 792850679 6890 10000 318 2792 0 6890 0 0 0 0 0 0 0 0 100 0 0 1 0 44.001 18.109 ../hl/a0/log/doc50cop2shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed792850679.log 5725231 hl-extractinstructions.txt 20160226_170458 0.5 56d0c7337768393b20adb119
20160226_170342 50 1 3 2 100000 919028296 5545 10000 64 773 3618 5545 0 0 0 0 0 0 0 0 100 0 0 1 0 60.647 26.312 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed919028296.log 7680972 hl-extractinstructions.txt 20160226_170526 0.5 56d0c7337768393b20adb11a
20160226_170345 50 1 3 2 100000 103765041 5553 10000 61 807 3579 5553 0 0 0 0 0 0 0 0 100 0 0 1 0 60.789 25.172 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed103765041.log 7670821 hl-extractinstructions.txt 20160226_170528 0.5 56d0c7337768393b20adb11b
20160226_170357 50 1 3 2 100000 141246882 5582 10000 57 760 3601 5582 0 0 0 0 0 0 0 0 100 0 0 1 0 61.404 25.735 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed141246882.log 7709816 hl-extractinstructions.txt 20160226_170541 0.5 56d0c7337768393b20adb11c
20160226_170359 50 1 3 2 100000 681028781 5629 10000 50 733 3588 5629 0 0 0 0 0 0 0 0 100 0 0 1 0 62.616 27.5 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed681028781.log 7707596 hl-extractinstructions.txt 20160226_170544 0.5 56d0c7337768393b20adb11d
20160226_170432 50 1 3 2 100000 117661523 5618 10000 56 750 3576 5618 0 0 0 0 0 0 0 0 100 0 0 1 0 62.539 27.969 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed117661523.log 7704820 hl-extractinstructions.txt 20160226_170617 0.5 56d0c7337768393b20adb11e
20160226_170434 50 1 3 2 100000 105731136 5615 10000 50 709 3626 5615 0 0 0 0 0 0 0 0 100 0 0 1 0 62.311 27.687 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed105731136.log 7727998 hl-extractinstructions.txt 20160226_170619 0.5 56d0c7337768393b20adb11f
20160226_170447 50 1 3 2 100000 967561224 5646 10000 69 731 3554 5646 0 0 0 0 0 0 0 0 100 0 0 1 0 60.260 27.094 ../hl/a0/log/doc50cop3shlf1lif2_af0s1tTOTAL_gf0i100d0m0s1_seed967561224.log 7740671 hl-extractinstructions.txt 20160226_170630 0.5 56d0c7337768393b20adb120
